id,yq,arb1,lewspread_avg,lewtspread_avg,lBP_Ratio,ni_at,lcash_at,capx_at,llev_dif,llnsize,latgr_p4
001602,20142,0,1.1096212,2.4552939,.24359429,2.3088174,29.553457,.25819355,21.97043,11.112508,26.045576
001602,20143,0,.99350959,2.0959091,.27124208,1.7890527,37.662151,.24448471,21.189138,11.149571,27.890963
001602,20144,0,1.0863357,2.1578262,.23705028,1.8283293,39.667961,.28682443,21.318827,11.167261,21.517467
001602,20151,0,1.3611664,1.8465217,.24139702,2.3518672,39.16301,.17099218,18.62981,11.141993,4.2690043
001602,20152,1,1.1519456,1.6872728,.24546288,2.3973198,39.328808,.1928878,17.305969,11.141166,2.8658292
001602,20153,0,1.2598131,1.9769231,.26352996,2.6162424,42.119675,.19379573,17.954767,11.173374,2.3803375
001602,20154,0,1.5164334,1.838889,.26664042,2.5045569,43.301006,.28524119,17.916319,11.1826,1.5339186
001602,20161,1,1.5082549,1.6648147,.22653367,2.654521,43.844307,.21795017,18.267902,11.178515,3.6522892
001602,20162,0,1.4036517,1.3692592,.25402513,2.4894829,46.24847,.25027958,18.812418,11.226789,8.5622978
001602,20163,1,1.3445101,1.3081818,.26719877,2.6725497,46.420479,.22127706,17.378336,11.231503,5.8129263
001602,20164,0,1.233116,1.2304,.24636172,2.4760077,48.59885,.29046705,18.61862,11.266385,8.3785038
001602,20171,0,1.2574764,1.6826922,.27774838,2.6679206,49.062168,.21642232,18.846434,11.259658,8.1142597
001602,20172,0,1.1334553,1.5185184,.25303894,2.7625799,49.315456,.23759985,18.703648,11.262693,3.5904446
001602,20173,0,1.0108587,1.0193751,.25124663,2.5393593,49.2882,.19852489,18.375666,11.284606,5.3102283
001602,20174,1,.9051854,.94838709,.23642814,-5.3080378,51.475769,.19046196,19.260708,11.293911,2.7525542
001602,20181,0,.75452554,.91125,.19340622,2.8904119,52.127476,.19386147,19.116932,11.289207,2.9549048
001602,20182,0,.91301024,.94156247,.1368567,3.2263503,45.208252,.26277331,18.932121,11.172742,-8.9950953
001602,20183,0,1.0855166,.90481478,.12409963,2.746587,43.429764,.25264466,25.932259,11.122605,-16.200096
001602,20184,0,.96210313,.81,.10671899,2.8633804,44.437347,.33416009,25.525755,11.117406,-17.650513
001602,20191,0,1.218778,.4537037,.10142437,2.9992771,44.121899,.1746567,25.009007,11.103693,-18.551348
001602,20192,0,1.0963906,.20074074,.092371978,3.4048471,41.09724,.22501054,25.789047,11.066591,-10.615087
001602,20193,0,1.3506818,-.027916726,.097102441,3.3146381,36.646286,.28632545,25.698221,10.991595,-13.101024
001602,20194,0,1.19884,-.053333312,.093828015,2.8605022,35.026455,.31578064,24.64028,10.99432,-12.308608
001602,20201,1,1.0215325,.40434784,.067027286,3.0565929,14.924548,.23782805,23.772467,10.997205,-10.648872
001602,20202,1,2.0150967,.64714283,.078863986,2.9236732,12.991941,.25620651,23.53467,11.029536,-3.7054832
001602,20203,0,1.2972838,.69555557,.075787202,3.1087046,17.567795,.20765716,22.910917,11.082312,9.0716906
001602,20204,0,1.0753082,.65884614,.073370375,2.498569,19.122175,.26764855,22.150648,11.076542,8.2222624
001602,20211,0,1.0187939,.9011538,.07115528,2.6148567,16.913961,.26370972,22.166752,11.050064,5.2859726
001602,20212,0,.92378139,1.4938462,.064572968,.74193704,16.895058,.29581541,21.511837,11.043546,1.4008988
001602,20213,1,.85693085,1.5581819,.059067994,3.1519248,13.521155,.40486506,24.568726,10.998309,-8.4002438
001602,20214,0,.92084771,1.4218519,.067334041,2.9218533,19.880604,.44158605,29.886562,11.082035,.54925692
001602,20221,1,1.0452062,1.5132143,.051838864,2.4131446,13.139868,.31063518,28.977537,11.021331,-2.8733859
001602,20222,0,1.3537065,1.8380646,.0051478455,2.2248125,11.054801,.41556862,35.478111,10.988609,-5.493639
001602,20223,0,1.4351376,1.7631249,.016566625,3.6141937,12.11421,.26984179,32.413483,10.990263,-.80459332
001602,20224,0,1.3437951,.55181813,.027608942,2.5368917,18.018839,.53375196,31.763735,11.06194,-2.009501
001632,20131,0,.250927,.17999999,.35572159,2.3347669,69.397461,.3250511,-15.09125,8.6341486,6.2915325
001632,20132,0,.62165475,.080000006,.32387602,2.8769901,69.741348,.45793039,-15.198846,8.651166,7.9894819
001632,20133,0,.47353101,.059999999,.33133212,3.0172558,71.428101,.5147717,-16.378433,8.6726637,7.6198936
001632,20134,0,1.0610247,2.54,.30508244,3.2833734,72.496567,.79102385,-14.790431,8.7223558,11.777102
001632,20141,0,1.0748047,2.5699999,.30900094,2.3909743,73.379745,.75407219,-15.572037,8.761198,12.704895
001632,20142,0,.96751314,2.8199999,.3176938,2.928884,73.460938,.68846345,-15.12367,8.7639704,11.280426
001632,20143,1,.93793571,2.6800001,.30771837,2.7385495,72.892502,.64162719,-15.956579,8.7940598,12.139618
001632,20144,0,.65856105,2.51,.32074991,1.2112935,54.964931,.48383763,3.2460749,9.1020269,37.967094
001632,20151,0,.90846157,2.28,.30361959,2.6059051,41.787136,.34637135,-15.000362,8.8334179,7.2219892
001632,20152,0,1.1240997,1.85,.29581812,3.0103109,42.123077,.7217105,-16.97928,8.8277845,6.3814096
001632,20153,0,.97631997,1.9200001,.25726342,3.0712743,43.623306,.49888808,-17.324814,8.8605661,6.650692
001632,20154,0,1.058858,2.29,.27589694,1.3498113,43.449066,.64203113,-19.08247,8.8727255,-22.930155
